# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [semRESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=1, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D],current_mse_[D],mean_mse_[semRESET],current_mse_[semRESET],mean_mse_[HTR],current_mse_[HTR],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D],testing_time_[D],total_running_time_[D],training_time_[semRESET],testing_time_[semRESET],total_running_time_[semRESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR]
94399,0.224978,0.248040,0.210254,0.240777,0.224749,0.175537,0.207039,0.169807,0.123630,0.106985,55.449387,24.355870,79.805257,2.660751,21.495446,24.156197,44.111537,21.222706,65.334242,2.137510,21.147981,23.285491,18.720813,3.991217,22.712030
94599,0.224912,0.193556,0.210333,0.247563,0.224570,0.139669,0.206892,0.137408,0.123621,0.119344,55.702157,24.408423,80.110580,2.662599,21.544675,24.207273,44.202059,21.270552,65.472611,2.139396,21.199077,23.338472,18.752724,4.000925,22.753648
94799,0.224963,0.249373,0.210406,0.244982,0.224507,0.194977,0.206867,0.195380,0.123655,0.139841,55.797727,24.460615,80.258342,2.664538,21.594219,24.258756,44.283192,21.318137,65.601329,2.141336,21.247805,23.389141,18.782096,4.010581,22.792678
94999,0.224976,0.231144,0.210545,0.276161,0.224421,0.183338,0.206804,0.176896,0.123623,0.108300,55.934704,24.542044,80.476749,2.666828,21.669013,24.335842,44.397684,21.389036,65.786720,2.143679,21.331162,23.474840,18.841413,4.020172,22.861585
95199,0.224938,0.206832,0.210566,0.220797,0.224331,0.181596,0.206786,0.197904,0.123566,0.096281,56.050079,24.633149,80.683228,2.691191,21.755583,24.446774,44.509892,21.471103,65.980995,2.166126,21.405589,23.571715,18.872479,4.029641,22.902120
95399,0.224949,0.229814,0.210496,0.177115,0.224298,0.208611,0.206842,0.233606,0.123565,0.123522,56.156072,24.712182,80.868253,2.692836,21.824386,24.517222,44.635006,21.539970,66.174976,2.167872,21.477645,23.645517,18.902713,4.038643,22.941356
95599,0.224753,0.131307,0.210414,0.171167,0.224353,0.250699,0.206823,0.197828,0.123549,0.115650,56.450680,24.762660,81.213339,2.694670,21.870407,24.565077,44.786926,21.589155,66.376082,2.169799,21.524917,23.694716,18.946984,4.048674,22.995659
95799,0.224719,0.208463,0.210374,0.191243,0.224300,0.199104,0.206938,0.262021,0.123588,0.142462,56.531922,24.968498,81.500419,2.696574,21.920877,24.617451,44.860946,21.635435,66.496381,2.171891,21.572081,23.743972,18.993705,4.058425,23.052130
95999,0.224663,0.197911,0.210313,0.181235,0.224182,0.167696,0.206944,0.209558,0.123600,0.128976,56.700539,25.076524,81.777064,2.699917,22.017078,24.716995,45.029750,21.714538,66.744288,2.176288,21.671737,23.848025,19.053463,4.073586,23.127049
96199,0.224613,0.200814,0.210314,0.210654,0.224040,0.155650,0.206855,0.164448,0.123610,0.128409,56.953563,25.164687,82.118250,2.783964,22.090906,24.874870,45.181602,21.797608,66.979210,2.183758,21.766784,23.950542,19.088284,4.085739,23.174023
96399,0.224489,0.164719,0.210198,0.154278,0.223927,0.169867,0.206715,0.139507,0.123541,0.090617,57.110137,25.223393,82.333530,2.785639,22.144044,24.929682,45.387363,21.854428,67.241791,2.185576,21.820594,24.006170,19.122686,4.095745,23.218431
96599,0.224472,0.216487,0.210222,0.222137,0.223863,0.193098,0.206706,0.201976,0.123540,0.123019,57.199495,25.277266,82.476761,2.787413,22.190139,24.977553,45.447805,21.902548,67.350353,2.187524,21.866833,24.054357,19.188609,4.105135,23.293744
96799,0.224382,0.180719,0.210127,0.164045,0.223848,0.216438,0.206590,0.150581,0.123548,0.127353,57.272732,25.320407,82.593139,2.789202,22.232799,25.022001,45.505899,21.946284,67.452183,2.191572,21.907284,24.098856,19.217965,4.113644,23.331609
96999,0.224283,0.176312,0.210060,0.177570,0.223792,0.196632,0.206498,0.162160,0.123537,0.118108,57.554401,25.379079,82.933480,2.791571,22.291958,25.083529,45.605829,22.001778,67.607607,2.193897,21.958914,24.152811,19.250720,4.123563,23.374283
97199,0.224226,0.196559,0.210014,0.187697,0.223732,0.194427,0.206502,0.208454,0.123500,0.105848,57.679695,25.439343,83.119039,2.814631,22.344183,25.158813,45.720419,22.065915,67.786334,2.208970,22.013502,24.222472,19.295242,4.134260,23.429502
97399,0.224226,0.224553,0.210013,0.209405,0.223720,0.218294,0.206694,0.299741,0.123508,0.127325,57.791705,25.489969,83.281675,2.816188,22.391850,25.208038,45.788502,22.113527,67.902029,2.210697,22.060811,24.271508,19.335354,4.143489,23.478842
97599,0.224142,0.182765,0.209983,0.195834,0.223631,0.179951,0.206723,0.220939,0.123515,0.126840,57.894233,25.552368,83.446601,2.817991,22.442231,25.260222,45.863755,22.163857,68.027612,2.212597,22.124352,24.336949,19.397294,4.153073,23.550367
97799,0.224059,0.183714,0.209980,0.208495,0.223575,0.196474,0.206789,0.238863,0.123502,0.117124,58.018931,25.600894,83.619826,2.820028,22.487994,25.308022,45.942720,22.209971,68.152691,2.214729,22.169912,24.384641,19.428833,4.162794,23.591627
97999,0.223990,0.190184,0.209950,0.194942,0.223517,0.194852,0.206845,0.234362,0.123480,0.112736,58.111547,25.646478,83.758025,2.822285,22.532860,25.355145,46.030258,22.251788,68.282046,2.216904,22.213049,24.429952,19.472795,4.172193,23.644988
98199,0.223993,0.225476,0.209841,0.156365,0.223511,0.220808,0.206790,0.179787,0.123430,0.099153,58.191315,25.697717,83.889032,2.836679,22.581155,25.417834,46.111764,22.298588,68.410352,2.223282,22.258975,24.482257,19.504455,4.181793,23.686248
98399,0.223998,0.226763,0.209804,0.191806,0.223518,0.226701,0.206759,0.191670,0.123409,0.112665,58.289506,25.746112,84.035618,2.838204,22.627760,25.465964,46.256869,22.343826,68.600695,2.224954,22.309132,24.534086,19.545495,4.190798,23.736293
98599,0.224011,0.230209,0.209761,0.188554,0.223545,0.237127,0.206730,0.192555,0.123453,0.145115,58.372834,25.793831,84.166664,2.840039,22.672487,25.512525,46.333441,22.387495,68.720936,2.226817,22.353050,24.579867,19.577178,4.200752,23.777930
98799,0.224066,0.251095,0.209726,0.192599,0.223623,0.261797,0.206709,0.196372,0.123446,0.120341,58.558359,25.840599,84.398958,2.842099,22.715165,25.557264,46.403502,22.426983,68.830485,2.228843,22.394358,24.623200,19.620764,4.210532,23.831296
98999,0.224159,0.270070,0.209717,0.205197,0.223578,0.201698,0.206722,0.212993,0.123461,0.130891,58.674896,25.893733,84.568629,2.844471,22.766508,25.610978,46.506295,22.477305,68.983600,2.231103,22.445275,24.676378,19.690358,4.220637,23.910995
99199,0.224228,0.258411,0.209699,0.200767,0.223523,0.196149,0.206811,0.250755,0.123476,0.130653,58.761899,25.947040,84.708939,2.861281,22.816203,25.677484,46.593771,22.523362,69.117133,2.243780,22.491379,24.735160,19.760361,4.231078,23.991439
99399,0.224206,0.213411,0.209702,0.211294,0.223435,0.179568,0.206827,0.215042,0.123440,0.105506,58.845748,25.989112,84.834860,2.862770,22.856440,25.719210,46.664043,22.562455,69.226498,2.245319,22.531241,24.776560,19.790089,4.239406,24.029496
99599,0.224187,0.214891,0.209695,0.206177,0.223353,0.182852,0.206830,0.208000,0.123471,0.138953,58.921226,26.030573,84.951800,2.864531,22.896095,25.760626,46.736250,22.602451,69.338702,2.247133,22.571977,24.819109,19.821175,4.249119,24.070295
99799,0.224190,0.225636,0.209725,0.224463,0.223257,0.175619,0.206880,0.232071,0.123498,0.136956,59.010425,26.071870,85.082295,2.866613,22.934706,25.801319,46.816264,22.641376,69.457639,2.249067,22.609079,24.858146,19.882487,4.258386,24.140873
99999,0.224151,0.204459,0.209745,0.219726,0.223183,0.186252,0.206901,0.217308,0.123457,0.103155,59.136768,26.180098,85.316866,2.869101,23.000871,25.869971,47.056291,22.710392,69.766683,2.251991,22.672377,24.924367,19.919573,4.269526,24.189099
100199,0.224083,0.190233,0.209781,0.227838,0.223197,0.229762,0.206958,0.235351,0.123478,0.133746,59.410025,26.234157,85.644182,2.887415,23.053750,25.941165,47.129924,22.762852,69.892776,2.265628,22.718905,24.984533,19.966627,4.279286,24.245913
100399,0.224015,0.189808,0.209750,0.194198,0.223189,0.219231,0.206982,0.219267,0.123458,0.113645,59.574027,26.284746,85.858773,2.889175,23.101609,25.990784,47.336824,22.811497,70.148322,2.267437,22.766846,25.034283,20.010880,4.289615,24.300495
100599,0.223891,0.161715,0.209701,0.185437,0.223022,0.139320,0.207110,0.271345,0.123427,0.107743,59.668550,26.340896,86.009446,2.890850,23.150787,26.041637,47.404095,22.859412,70.263507,2.269304,22.817388,25.086692,20.067635,4.298867,24.366502
100799,0.223710,0.132570,0.209648,0.182724,0.222857,0.139870,0.207177,0.240823,0.123390,0.104836,59.758717,26.383433,86.142150,2.892877,23.193946,26.086823,47.464871,22.901152,70.366023,2.271282,22.858697,25.129979,20.110297,4.308548,24.418845
100999,0.223539,0.137524,0.209590,0.180204,0.222702,0.144792,0.207189,0.212939,0.123360,0.108427,59.843637,26.439780,86.283416,2.895246,23.244915,26.140161,47.604110,22.954764,70.558874,2.273379,22.910124,25.183503,20.156390,4.318165,24.474555
101199,0.223408,0.157226,0.209482,0.155330,0.222656,0.199314,0.207099,0.161807,0.123358,0.122346,59.928307,26.496708,86.425014,2.910587,23.296145,26.206733,47.684647,23.005885,70.690532,2.289943,22.960718,25.250661,20.239860,4.327720,24.567580
101399,0.223273,0.155173,0.209380,0.157646,0.222572,0.180145,0.207000,0.156987,0.123334,0.111245,60.005195,26.537492,86.542687,2.912141,23.333574,26.245715,47.797435,23.043860,70.841295,2.291577,22.995416,25.286993,20.314767,4.336283,24.651050
101599,0.223179,0.175344,0.209369,0.203981,0.222439,0.154644,0.207005,0.209680,0.123358,0.135186,60.102642,26.576890,86.679531,2.913864,23.370762,26.284626,47.857813,23.079906,70.937720,2.293394,23.030573,25.323966,20.346062,4.345189,24.691251
101799,0.223072,0.168790,0.209363,0.205972,0.222287,0.145393,0.207009,0.209117,0.123333,0.110779,60.190204,26.630303,86.820507,2.915730,23.421766,26.337496,47.934390,23.125294,71.059684,2.295489,23.078650,25.374140,20.399961,4.355013,24.754974
101999,0.222920,0.145669,0.209341,0.198172,0.222162,0.158590,0.206988,0.196120,0.123305,0.109147,60.265050,26.672029,86.937078,2.917956,23.461982,26.379938,48.003094,23.163392,71.166486,2.297483,23.121234,25.418716,20.453676,4.364392,24.818067
102199,0.222817,0.169815,0.209260,0.168072,0.222029,0.154030,0.206903,0.163350,0.123278,0.109352,60.410069,26.713516,87.123585,2.931885,23.498780,26.430665,48.075937,23.200266,71.276203,2.309389,23.157161,25.466550,20.511450,4.373377,24.884827
102399,0.222804,0.216626,0.209227,0.192367,0.222015,0.214718,0.206864,0.187252,0.123306,0.137692,60.506000,26.766045,87.272045,2.933507,23.548666,26.482173,48.246285,23.255378,71.501663,2.311115,23.212588,25.523702,20.542854,4.383086,24.925940
102599,0.222679,0.158446,0.209133,0.161159,0.221907,0.166632,0.206773,0.160245,0.123295,0.117711,60.725037,26.822792,87.547828,2.935344,23.601872,26.537215,48.319316,23.306848,71.626164,2.312990,23.267094,25.580085,20.593867,4.392916,24.986783
102799,0.222647,0.206475,0.209141,0.213215,0.221920,0.228687,0.206782,0.211089,0.123349,0.150722,60.804678,26.864548,87.669226,2.937116,23.640959,26.578075,48.397813,23.346763,71.744575,2.315030,23.305681,25.620711,20.624722,4.401626,25.026348
102999,0.222551,0.172909,0.209085,0.180204,0.221883,0.202972,0.206728,0.178963,0.123335,0.116419,60.941169,27.076462,88.017631,2.939298,23.691782,26.631080,48.490901,23.393463,71.884364,2.317077,23.352149,25.669226,20.671933,4.411073,25.083006
103199,0.222556,0.224953,0.209018,0.174675,0.221811,0.184789,0.206700,0.192527,0.123296,0.103186,61.103814,27.122656,88.226470,2.957795,23.733679,26.691474,48.572022,23.433822,72.005844,2.332270,23.393379,25.725649,20.722947,4.420795,25.143742
103399,0.222525,0.206614,0.208999,0.199182,0.221825,0.229133,0.206655,0.183416,0.123301,0.125613,61.195717,27.174407,88.370124,2.959398,23.777277,26.736675,48.652152,23.480030,72.132182,2.333909,23.441941,25.775851,20.770880,4.431041,25.201921
103599,0.222550,0.235379,0.208940,0.177976,0.221743,0.179176,0.206571,0.163129,0.123270,0.107611,61.384715,27.225577,88.610291,2.961252,23.826623,26.787875,48.775994,23.524477,72.300471,2.335904,23.484110,25.820014,20.821023,4.440763,25.261786
103799,0.222768,0.335870,0.208973,0.226066,0.221737,0.218411,0.206584,0.213417,0.123230,0.102657,61.480169,27.272053,88.752222,2.963251,23.870142,26.833393,48.865770,23.569749,72.435519,2.337996,23.526229,25.864226,20.866944,4.450013,25.316957
103999,0.222844,0.262317,0.208986,0.215874,0.221783,0.245995,0.206539,0.182994,0.123244,0.130289,61.554432,27.309597,88.864030,2.965443,23.904250,26.869693,48.928444,23.604571,72.533014,2.340061,23.562143,25.902204,20.933664,4.458905,25.392569
104199,0.222824,0.212382,0.208952,0.191366,0.221779,0.219737,0.206532,0.202798,0.123197,0.098482,61.639880,27.351754,88.991635,2.982346,23.941359,26.923705,49.002838,23.643206,72.646044,2.354186,23.598504,25.952690,20.964361,4.467960,25.432321
104399,0.222787,0.203599,0.208938,0.201917,0.221779,0.221849,0.206543,0.212429,0.123191,0.120351,61.729347,27.413055,89.142402,2.983941,23.996209,26.980150,49.093066,23.700984,72.794050,2.355791,23.651068,26.006858,20.994163,4.477913,25.472076
104599,0.222778,0.217980,0.208965,0.223019,0.221799,0.231742,0.206568,0.219501,0.123162,0.107975,61.969455,27.472094,89.441549,2.985728,24.054211,27.039939,49.175807,23.754113,72.929919,2.357637,23.704408,26.062045,21.040877,4.488177,25.529054
104799,0.222679,0.170974,0.208972,0.212630,0.221834,0.240224,0.206609,0.228281,0.123149,0.116316,62.049804,27.517374,89.567178,2.987747,24.095546,27.083293,49.271360,23.797134,73.068494,2.359833,23.747480,26.107312,21.087020,4.497336,25.584356
104999,0.222509,0.133368,0.208938,0.191129,0.221813,0.210887,0.206579,0.190405,0.123135,0.115910,62.132010,27.558465,89.690475,2.990209,24.133113,27.123322,49.345174,23.833160,73.178334,2.362037,23.782179,26.144216,21.129190,4.506421,25.635610
105199,0.222349,0.138625,0.208960,0.220190,0.221843,0.237832,0.206639,0.238568,0.123157,0.134621,62.278871,27.599699,89.878571,3.008296,24.171389,27.179684,49.413995,23.872244,73.286239,2.382840,23.820826,26.203666,21.159596,4.515823,25.675419
105399,0.222238,0.163594,0.208855,0.153537,0.221856,0.228518,0.206711,0.244137,0.123133,0.110301,62.372683,27.646922,90.019605,3.009981,24.212339,27.222320,49.608937,23.915689,73.524626,2.384525,23.863606,26.248131,21.203682,4.525172,25.728853
105599,0.222182,0.192510,0.208772,0.165133,0.221736,0.158759,0.206740,0.222304,0.123093,0.102209,62.467016,27.704684,90.171700,3.011807,24.272500,27.284307,49.676531,23.974674,73.651206,2.386454,23.922557,26.309011,21.255451,4.535401,25.790852
105799,0.222043,0.148734,0.208669,0.154501,0.221585,0.141455,0.206749,0.211601,0.123042,0.096216,62.710947,27.753182,90.464129,3.013607,24.317252,27.330859,49.732253,24.017432,73.749685,2.388338,23.965855,26.354194,21.285974,4.544303,25.830277
105999,0.221955,0.175791,0.208595,0.169480,0.221508,0.180914,0.206770,0.217707,0.123023,0.112817,62.786668,27.794344,90.581012,3.016001,24.354917,27.370918,49.815125,24.054750,73.869876,2.390493,24.002396,26.392889,21.317018,4.553191,25.870209
106199,0.221887,0.185790,0.208555,0.187151,0.221510,0.222528,0.206759,0.200854,0.123043,0.133795,62.867005,27.842375,90.709380,3.040364,24.399368,27.439732,49.994890,24.097808,74.092698,2.412445,24.045299,26.457744,21.349854,4.562891,25.912745
106399,0.221844,0.198900,0.208531,0.195804,0.221604,0.271695,0.206741,0.197225,0.123059,0.131303,62.948312,27.885274,90.833586,3.042070,24.439648,27.481718,50.063830,24.140758,74.204588,2.414229,24.087591,26.501820,21.383015,4.572677,25.955692
106599,0.221724,0.158030,0.208439,0.159500,0.221544,0.189757,0.206651,0.159012,0.123009,0.096844,63.038828,27.932654,90.971482,3.043826,24.483710,27.527536,50.117914,24.181282,74.299196,2.416139,24.131696,26.547835,21.414008,4.581818,25.995827
106799,0.221642,0.177872,0.208365,0.169115,0.221525,0.211073,0.206580,0.168664,0.122998,0.116795,63.124495,27.983498,91.107993,3.045876,24.530122,27.575998,50.194717,24.231140,74.425857,2.418337,24.179452,26.597789,21.444893,4.591652,26.036545
106999,0.221635,0.217500,0.208371,0.211270,0.221641,0.283873,0.206588,0.210826,0.123030,0.140022,63.267643,28.035520,91.303163,3.047851,24.578240,27.626091,50.373842,24.280634,74.654476,2.420614,24.228201,26.648816,21.519560,4.601474,26.121034
107199,0.221532,0.166878,0.208265,0.151492,0.221593,0.195715,0.206491,0.154366,0.123008,0.111196,63.342315,28.091229,91.433544,3.061658,24.630059,27.691717,50.444360,24.330851,74.775212,2.432559,24.276864,26.709423,21.561659,4.610661,26.172320
107399,0.221410,0.155952,0.208193,0.169602,0.221459,0.149523,0.206430,0.173791,0.123019,0.128885,63.529774,28.134561,91.664335,3.063341,24.669777,27.733117,50.569036,24.370457,74.939493,2.434276,24.316114,26.750390,21.593897,4.619959,26.213856
107599,0.221298,0.161261,0.208076,0.145415,0.221305,0.138786,0.206323,0.148780,0.122977,0.100690,63.682981,28.187937,91.870918,3.065158,24.721829,27.786987,50.641305,24.426079,75.067384,2.436379,24.373009,26.809388,21.638911,4.630331,26.269242
107799,0.221173,0.153673,0.207968,0.150001,0.221221,0.175915,0.206218,0.149852,0.122938,0.101813,63.773826,28.245845,92.019671,3.067077,24.775047,27.842124,50.712559,24.478841,75.191400,2.438373,24.430185,26.868558,21.668286,4.640374,26.308660
107999,0.221099,0.181228,0.207838,0.137722,0.221184,0.201253,0.206099,0.142276,0.122874,0.088689,63.878389,28.305180,92.183569,3.069280,24.830839,27.900119,50.821460,24.534038,75.355497,2.440783,24.486496,26.927279,21.699727,4.651114,26.350841
108199,0.220967,0.149628,0.207720,0.143951,0.221114,0.183220,0.206021,0.163896,0.122828,0.097730,64.024693,28.354290,92.378984,3.083304,24.873752,27.957056,50.893435,24.578430,75.471865,2.450249,24.530128,26.980377,21.765142,4.660903,26.426044
108399,0.220956,0.215236,0.207705,0.199663,0.221106,0.216986,0.206027,0.208840,0.122830,0.123715,64.201527,28.401330,92.602857,3.084904,24.919019,28.003923,50.964693,24.622918,75.587611,2.451914,24.575203,27.027117,21.796308,4.670270,26.466578
108599,0.220989,0.238929,0.207673,0.190038,0.221100,0.217803,0.206001,0.191868,0.122791,0.102102,64.349710,28.446496,92.796206,3.086737,24.959057,28.045794,51.127408,24.662986,75.790394,2.453825,24.615683,27.069508,21.845745,4.680179,26.525924
108799,0.221123,0.293707,0.207594,0.165070,0.221217,0.284920,0.205942,0.174133,0.122719,0.083201,64.500907,28.551093,93.052000,3.089054,25.029920,28.118975,51.239398,24.754340,75.993738,2.456274,24.704607,27.160881,21.886749,4.694436,26.581185
108999,0.221155,0.238356,0.207595,0.208103,0.221380,0.310006,0.205937,0.203406,0.122691,0.107916,64.662192,28.618056,93.280248,3.091251,25.090198,28.181448,51.336488,24.818984,76.155472,2.459711,24.766521,27.226232,21.931871,4.704435,26.636305
109199,0.221212,0.252545,0.207676,0.251767,0.221630,0.357667,0.206181,0.339255,0.122704,0.129830,64.791833,28.692357,93.484191,3.113091,25.152757,28.265848,51.524320,24.879940,76.404260,2.483449,24.843209,27.326658,21.986043,4.714856,26.700899
109399,0.221264,0.249434,0.207926,0.344221,0.221713,0.267118,0.206447,0.351571,0.122759,0.152747,64.891256,28.762477,93.653733,3.115121,25.217313,28.332434,51.605619,24.949223,76.554842,2.485267,24.897988,27.383254,22.018628,4.725033,26.743661
109599,0.221333,0.259210,0.208124,0.316321,0.221773,0.254688,0.206643,0.313661,0.122756,0.120923,64.975816,28.814261,93.790077,3.116767,25.267967,28.384735,51.672373,24.998616,76.670989,2.487256,24.948941,27.436197,22.062538,4.734954,26.797492
109799,0.221364,0.238181,0.208287,0.298035,0.221764,0.216688,0.206827,0.307496,0.122725,0.105492,65.132052,28.870722,94.002774,3.118819,25.316363,28.435182,51.749178,25.044221,76.793399,2.489379,24.994858,27.484237,22.103577,4.744540,26.848117
109999,0.221392,0.237037,0.208503,0.326835,0.221785,0.233429,0.207053,0.331572,0.122691,0.104426,65.217765,28.912707,94.130471,3.120881,25.353650,28.474531,51.832702,25.080487,76.913189,2.491525,25.031846,27.523371,22.134409,4.753695,26.888105
110199,0.221422,0.237993,0.208614,0.269735,0.221810,0.235338,0.206933,0.140820,0.122639,0.093856,65.302362,28.961005,94.263367,3.138599,25.397854,28.536453,52.005970,25.121908,77.127879,2.507378,25.075246,27.582624,22.184495,4.763716,26.948211
110399,0.221422,0.220997,0.208572,0.185514,0.221832,0.233857,0.206838,0.154574,0.122622,0.113418,65.398262,29.006760,94.405022,3.140365,25.438825,28.579190,52.065798,25.161205,77.227003,2.509240,25.114370,27.623610,22.266988,4.773773,27.040761
110599,0.221483,0.255419,0.208486,0.160851,0.221906,0.263139,0.206724,0.143613,0.122579,0.098952,65.486955,29.053549,94.540504,3.142144,25.484267,28.626411,52.144153,25.205488,77.349640,2.511238,25.157528,27.668766,22.308541,4.782816,27.091357
110799,0.221520,0.242182,0.208380,0.149947,0.221956,0.249273,0.206668,0.175623,0.122554,0.108569,65.560173,29.094720,94.654894,3.144161,25.521531,28.665692,52.214662,25.243998,77.458661,2.513350,25.194557,27.707907,22.350784,4.791731,27.142515
110999,0.221614,0.273225,0.208415,0.227454,0.222060,0.279682,0.206619,0.179603,0.122575,0.134280,65.638355,29.140191,94.778546,3.146231,25.566348,28.712579,52.305996,25.286608,77.592604,2.517720,25.235803,27.753523,22.381664,4.801024,27.182688
111199,0.221718,0.279572,0.208386,0.192295,0.222181,0.289209,0.206600,0.195980,0.122587,0.129245,65.882146,29.182564,95.064710,3.165675,25.606986,28.772661,52.385015,25.328164,77.713179,2.537099,25.276445,27.813543,22.432970,4.810902,27.243872
111399,0.221605,0.158977,0.208291,0.155671,0.222339,0.310401,0.206511,0.157264,0.122575,0.115777,65.957727,29.229097,95.186824,3.167495,25.648496,28.815991,52.465353,25.369747,77.835100,2.538957,25.320699,27.859657,22.478730,4.821185,27.299915
111599,0.221505,0.165457,0.208234,0.176696,0.222512,0.318809,0.206460,0.177837,0.122577,0.123837,66.067592,29.288217,95.355809,3.169395,25.702487,28.871882,52.566088,25.426615,77.992703,2.541025,25.378811,27.919836,22.531175,4.831905,27.363079
111799,0.221418,0.173279,0.208180,0.177718,0.222431,0.177136,0.206407,0.176791,0.122616,0.144220,66.186806,29.392290,95.579096,3.171660,25.785129,28.956789,52.887044,25.497811,78.384854,2.563489,25.453662,28.017151,22.573556,4.844338,27.417895
111999,0.221376,0.197723,0.208127,0.178704,0.222399,0.204611,0.206364,0.182453,0.122646,0.139237,66.285384,29.456632,95.742016,3.174685,25.845619,29.020303,52.978662,25.561165,78.539827,2.566605,25.515078,28.081683,22.604690,4.854588,27.459278
112199,0.221282,0.168668,0.208058,0.169167,0.222379,0.211469,0.206319,0.181096,0.122609,0.101892,66.377767,29.520357,95.898124,3.335218,25.901245,29.236463,53.124453,25.615648,78.740100,2.597876,25.565488,28.163364,22.661775,4.864781,27.526556
112399,0.221126,0.133722,0.208212,0.294905,0.222322,0.190270,0.206217,0.149004,0.122584,0.108753,66.460872,29.567550,96.028422,3.336796,25.945531,29.282327,53.197615,25.660945,78.858561,2.599472,25.609613,28.209085,22.720332,4.873958,27.594290
112599,0.221102,0.207291,0.208395,0.311089,0.222333,0.228447,0.206169,0.179028,0.122581,0.120955,66.563606,29.615281,96.178887,3.338653,25.989845,29.328498,53.276757,25.704084,78.980842,2.601626,25.654732,28.256357,22.770426,4.883921,27.654347
112799,0.221103,0.221855,0.208545,0.293064,0.222277,0.190686,0.206112,0.173898,0.122571,0.116745,66.748950,29.665127,96.414077,3.340639,26.041871,29.382510,53.489924,25.753753,79.243677,2.604104,25.704304,28.308408,22.819293,4.893240,27.712533
112999,0.221063,0.198232,0.208629,0.255891,0.222252,0.208404,0.206037,0.163671,0.122540,0.105240,66.866577,29.720610,96.587187,3.342827,26.096699,29.439526,53.576568,25.808658,79.385226,2.606327,25.758290,28.364617,22.860036,4.902856,27.762892
113199,0.221101,0.242686,0.208749,0.276454,0.222291,0.243841,0.206097,0.240523,0.122514,0.107714,66.948510,29.764658,96.713168,3.353387,26.140842,29.494229,53.637566,25.851458,79.489025,2.628468,25.800631,28.429099,22.910033,4.912320,27.822354
113399,0.221093,0.216961,0.208678,0.168414,0.222292,0.223222,0.206125,0.221914,0.122451,0.086997,67.022946,29.807078,96.830023,3.354933,26.180754,29.535687,53.713328,25.890273,79.603601,2.630096,25.839161,28.469257,22.940244,4.921289,27.861532
113599,0.221107,0.228517,0.208638,0.185949,0.222253,0.200189,0.206260,0.282595,0.122438,0.114714,67.164321,29.849795,97.014116,3.356778,26.220979,29.577757,53.801074,25.930911,79.731985,2.632059,25.879740,28.511799,23.003382,4.930706,27.934088
113799,0.221094,0.214045,0.208538,0.151924,0.222240,0.214792,0.206326,0.243601,0.122423,0.113775,67.294503,29.891303,97.185805,3.358889,26.259755,29.618643,53.926361,25.967908,79.894270,2.634105,25.918117,28.552222,23.034985,4.940238,27.975222
113999,0.221149,0.252514,0.208470,0.169864,0.222264,0.235631,0.206388,0.241642,0.122416,0.118635,67.383732,29.933990,97.317722,3.361316,26.298643,29.659958,53.989131,26.005322,79.994452,2.636380,25.955907,28.592286,23.080565,4.950119,28.030684
114199,0.221271,0.290539,0.208448,0.196141,0.222377,0.286737,0.206320,0.167948,0.122385,0.104899,67.563290,29.989015,97.552305,3.380314,26.350706,29.731020,54.061779,26.056847,80.118627,2.654724,26.005970,28.660694,23.112768,4.960067,28.072834
114399,0.221431,0.313077,0.208625,0.309576,0.222502,0.294305,0.206235,0.157309,0.122360,0.107993,67.669502,30.037022,97.706524,3.381885,26.397582,29.779467,54.218019,26.101108,80.319127,2.656419,26.048714,28.705133,23.156845,4.969442,28.126287
