# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=AGRAWALGenerator(balance_classes=False, classification_function=2, perturbation=0.0, random_state=112), position=10000, random_state=112, stream=AGRAWALGenerator(balance_classes=False, classification_function=0, perturbation=0.0, random_state=112), width=1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [semRESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=1, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=100000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D],current_mse_[D],mean_mse_[semRESET],current_mse_[semRESET],mean_mse_[HTR],current_mse_[HTR],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D],testing_time_[D],total_running_time_[D],training_time_[semRESET],testing_time_[semRESET],total_running_time_[semRESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR]
11999,0.057819,0.312247,0.060875,0.133603,0.054305,0.083978,0.061686,0.126331,0.030270,0.011698,6.342285,2.172341,8.514625,0.213143,2.045840,2.258983,4.673725,2.012456,6.686180,0.214528,2.016260,2.230788,1.848742,0.335861,2.184603
12199,0.059540,0.162753,0.062806,0.178648,0.055936,0.153788,0.063137,0.150170,0.029914,0.008542,6.486276,2.213257,8.699532,0.224257,2.082609,2.306867,4.792985,2.047123,6.840108,0.222562,2.051268,2.273830,1.866977,0.342192,2.209169
12399,0.059702,0.069609,0.064972,0.197135,0.059632,0.285097,0.064788,0.165498,0.029536,0.006492,6.592938,2.247024,8.839963,0.225718,2.114464,2.340182,4.857573,2.077832,6.935406,0.223934,2.081069,2.305003,1.895151,0.348053,2.243204
12599,0.062059,0.208206,0.066831,0.182049,0.061925,0.204055,0.066254,0.157150,0.029152,0.005315,6.703648,2.281156,8.984804,0.227387,2.146852,2.374239,4.907263,2.110734,7.017998,0.225614,2.113728,2.339342,1.917104,0.354036,2.271140
12799,0.064359,0.209226,0.068749,0.189586,0.064027,0.196468,0.067720,0.160072,0.028796,0.006391,6.810983,2.316917,9.127900,0.229339,2.180847,2.410186,5.006982,2.147100,7.154082,0.227504,2.150369,2.377873,1.935454,0.360701,2.296155
12999,0.068476,0.331949,0.070739,0.198120,0.065086,0.132846,0.069214,0.164842,0.028443,0.005857,6.890301,2.353837,9.244138,0.231188,2.218349,2.449538,5.108270,2.185458,7.293728,0.229371,2.185255,2.414626,1.952298,0.366791,2.319090
13199,0.071800,0.287879,0.073309,0.240324,0.065723,0.107169,0.071578,0.225263,0.028084,0.004756,6.950419,2.386163,9.336582,0.243732,2.247840,2.491573,5.167988,2.216228,7.384216,0.241437,2.216445,2.457882,1.977527,0.372390,2.349917
13399,0.075635,0.328750,0.076517,0.288270,0.065837,0.073347,0.074693,0.280299,0.027749,0.005640,7.081076,2.420582,9.501658,0.245276,2.279742,2.525018,5.245618,2.248524,7.494143,0.242919,2.248062,2.490981,2.006907,0.378584,2.385491
13599,0.076169,0.111928,0.079162,0.256370,0.065744,0.059508,0.077170,0.243106,0.027398,0.003860,7.187812,2.455084,9.642896,0.247104,2.312025,2.559129,5.295026,2.280956,7.575983,0.244600,2.280496,2.525097,2.038897,0.384967,2.423864
13799,0.076108,0.071985,0.081711,0.255059,0.065725,0.064451,0.079509,0.238590,0.027072,0.004881,7.373165,2.489050,9.862215,0.248963,2.344373,2.593336,5.349755,2.314809,7.664564,0.246349,2.313452,2.559801,2.056410,0.391040,2.447450
13999,0.078115,0.216577,0.083995,0.241620,0.065767,0.068657,0.081658,0.229940,0.026764,0.005520,7.465431,2.523751,9.989182,0.250910,2.376380,2.627290,5.413027,2.347057,7.760084,0.248308,2.347754,2.596062,2.074377,0.397192,2.471568
14199,0.079582,0.182297,0.085317,0.177807,0.066670,0.129895,0.082928,0.171811,0.026452,0.004633,7.530328,2.556165,10.086492,0.264046,2.406158,2.670204,5.594921,2.375405,7.970326,0.259709,2.376019,2.635728,2.091412,0.403007,2.494419
14399,0.080767,0.164868,0.086469,0.168299,0.068697,0.212550,0.083981,0.158741,0.026155,0.005089,7.606470,2.590581,10.197051,0.265670,2.438191,2.703861,5.649518,2.408850,8.058368,0.261281,2.409016,2.670297,2.121260,0.409467,2.530727
14599,0.082675,0.220118,0.087454,0.158332,0.070724,0.216699,0.084976,0.156624,0.025863,0.004838,7.669566,2.626757,10.296323,0.267317,2.472139,2.739456,5.730356,2.441852,8.172208,0.262819,2.442562,2.705381,2.163134,0.415365,2.578499
14799,0.084395,0.209890,0.088508,0.165445,0.072391,0.194093,0.086037,0.163435,0.025590,0.005658,7.740563,2.666363,10.406926,0.269279,2.509288,2.778568,5.804738,2.477684,8.282422,0.264816,2.478511,2.743328,2.190057,0.422111,2.612167
14999,0.086053,0.208792,0.089941,0.196007,0.074245,0.211394,0.087425,0.190138,0.025317,0.005118,7.812398,2.701782,10.514179,0.271233,2.541818,2.813051,5.866414,2.509453,8.375867,0.266740,2.509769,2.776508,2.207843,0.428072,2.635915
15199,0.087189,0.172337,0.091052,0.174375,0.075530,0.171968,0.088459,0.166028,0.025044,0.004511,7.943133,2.739471,10.682604,0.284606,2.578930,2.863536,6.048363,2.547211,8.595574,0.279958,2.547002,2.826960,2.225364,0.434080,2.659444
15399,0.088114,0.158456,0.092095,0.171352,0.075208,0.050701,0.089449,0.164681,0.024786,0.005190,8.060891,2.776870,10.837761,0.286261,2.612046,2.898307,6.168745,2.579427,8.748172,0.281608,2.579759,2.861367,2.245600,0.440598,2.686197
15599,0.087171,0.014568,0.093291,0.185361,0.074435,0.014904,0.090559,0.176065,0.024527,0.004622,8.139666,2.811900,10.951566,0.287939,2.644346,2.932286,6.217920,2.611305,8.829225,0.283245,2.611757,2.895002,2.291637,0.446897,2.738534
15799,0.086204,0.010727,0.094463,0.185950,0.073625,0.010465,0.091655,0.177123,0.024291,0.005848,8.278228,2.854356,11.132584,0.290062,2.683907,2.973969,6.283360,2.649333,8.932693,0.285302,2.650460,2.935763,2.312371,0.454039,2.766410
15999,0.085484,0.028658,0.095461,0.174265,0.072901,0.015679,0.092559,0.163949,0.024054,0.005355,8.413059,2.886908,11.299967,0.291904,2.713634,3.005538,6.464834,2.678939,9.143773,0.287080,2.679225,2.966306,2.342593,0.459736,2.802329
16199,0.085670,0.100546,0.095944,0.134583,0.072844,0.068330,0.091878,0.037439,0.023832,0.006059,8.483955,2.923925,11.407880,0.394564,2.745799,3.140363,6.554968,2.710482,9.265450,0.300564,2.711915,3.012480,2.360788,0.465905,2.826693
16399,0.085635,0.082792,0.096513,0.142644,0.073067,0.091105,0.090922,0.013513,0.023605,0.005227,8.549706,2.956339,11.506044,0.395968,2.776779,3.172747,6.599720,2.740267,9.339987,0.301995,2.740865,3.042860,2.402682,0.471668,2.874350
16599,0.085200,0.049525,0.097114,0.146395,0.073238,0.087288,0.090016,0.015666,0.023380,0.004912,8.739760,2.992089,11.731849,0.397628,2.808186,3.205813,6.697515,2.773606,9.471121,0.303629,2.775548,3.079177,2.420219,0.477883,2.898101
16799,0.084830,0.054125,0.097693,0.145709,0.073436,0.089881,0.089121,0.014858,0.023162,0.005046,8.846965,3.025566,11.872532,0.399359,2.839875,3.239234,6.762732,2.803643,9.566375,0.305378,2.806035,3.111413,2.452627,0.483752,2.936379
16999,0.084560,0.061889,0.098182,0.139266,0.073501,0.078961,0.088273,0.017012,0.022942,0.004514,8.953004,3.059968,12.012971,0.401233,2.871129,3.272362,6.849582,2.834290,9.683872,0.307248,2.837788,3.145036,2.470326,0.489880,2.960206
17199,0.084734,0.099473,0.097674,0.054477,0.073601,0.082095,0.087567,0.027628,0.022735,0.005098,9.029098,3.096264,12.125362,0.409055,2.904068,3.313124,6.893485,2.866386,9.759871,0.312729,2.870433,3.183162,2.489736,0.496284,2.986020
17399,0.084800,0.090483,0.096763,0.018455,0.073876,0.097478,0.086801,0.020861,0.022533,0.005216,9.108327,3.131373,12.239700,0.410670,2.937377,3.348047,7.005612,2.898189,9.903801,0.314262,2.903024,3.217286,2.519410,0.502914,3.022323
17599,0.084745,0.079981,0.095962,0.026226,0.074179,0.100592,0.086137,0.028371,0.022330,0.004645,9.216910,3.167402,12.384312,0.412453,2.969701,3.382153,7.079217,2.930441,10.009658,0.316039,2.936362,3.252402,2.577660,0.509610,3.087270
17799,0.084709,0.081581,0.095173,0.025743,0.074677,0.118482,0.085495,0.028978,0.022129,0.004414,9.288509,3.202236,12.490746,0.414269,3.000585,3.414854,7.149374,2.963675,10.113049,0.317924,2.968469,3.286394,2.596036,0.515805,3.111841
17999,0.084777,0.090827,0.094376,0.023486,0.074780,0.083918,0.084826,0.025368,0.021940,0.005093,9.380510,3.235129,12.615639,0.416121,3.030854,3.446975,7.210865,2.994810,10.205675,0.319757,2.999319,3.319075,2.627303,0.521831,3.149134
18199,0.085185,0.121913,0.094398,0.096327,0.075138,0.107387,0.085053,0.105457,0.021750,0.004712,9.485690,3.268297,12.753987,0.428067,3.063743,3.491809,7.272998,3.025245,10.298243,0.329399,3.029252,3.358650,2.646010,0.527925,3.173935
18399,0.085633,0.126387,0.094726,0.124594,0.075553,0.113338,0.085435,0.120213,0.021566,0.004776,9.629461,3.307391,12.936852,0.429737,3.100987,3.530724,7.420762,3.062747,10.483509,0.331065,3.065165,3.396229,2.681199,0.534735,3.215933
18599,0.085830,0.103926,0.094861,0.107253,0.075791,0.097620,0.085702,0.110236,0.021401,0.006222,9.783107,3.343280,13.126388,0.431448,3.133755,3.565203,7.465650,3.095627,10.561277,0.332702,3.098266,3.430968,2.721064,0.541095,3.262159
18799,0.085337,0.039471,0.095283,0.134537,0.076379,0.131096,0.086293,0.141237,0.021225,0.004873,9.880174,3.375510,13.255684,0.433227,3.164139,3.597366,7.525499,3.124437,10.649936,0.334423,3.127135,3.461557,2.739100,0.546975,3.286075
18999,0.084859,0.039985,0.095468,0.112878,0.076087,0.048645,0.086676,0.122723,0.021055,0.005117,9.961433,3.412022,13.373455,0.435148,3.198026,3.633174,7.623992,3.155839,10.779830,0.336364,3.158530,3.494894,2.766066,0.553169,3.319235
19199,0.084435,0.044089,0.095670,0.114896,0.075738,0.042540,0.086994,0.117224,0.020888,0.004972,10.037238,3.445310,13.482548,0.447559,3.229516,3.677076,7.678529,3.185754,10.864283,0.342484,3.189886,3.532370,2.793514,0.559578,3.353092
19399,0.083901,0.032637,0.095543,0.083310,0.075347,0.037847,0.087064,0.093764,0.020723,0.004948,10.104412,3.479431,13.583843,0.449089,3.261817,3.710906,7.783232,3.217416,11.000648,0.343929,3.221901,3.565830,2.836648,0.566070,3.402718
19599,0.083348,0.029741,0.095580,0.099138,0.074955,0.036895,0.087280,0.108191,0.020550,0.003734,10.258037,3.516709,13.774746,0.450905,3.295432,3.746337,7.838023,3.251119,11.089142,0.345771,3.254329,3.600100,2.890124,0.572626,3.462750
19799,0.082747,0.023886,0.095522,0.089844,0.074824,0.062044,0.087398,0.099016,0.020399,0.005556,10.371532,3.550603,13.922135,0.452594,3.327461,3.780055,7.912133,3.281609,11.193742,0.347418,3.285041,3.632459,2.908099,0.578561,3.486660
19999,0.082053,0.013347,0.095625,0.105882,0.076169,0.209312,0.087693,0.116897,0.020236,0.004152,10.450433,3.583583,14.034016,0.454498,3.357974,3.812472,7.975413,3.311730,11.287143,0.349320,3.316107,3.665427,2.927019,0.584930,3.511949
20199,0.082415,0.118592,0.095019,0.034416,0.076470,0.106607,0.087076,0.025308,0.020090,0.005517,10.629780,3.619989,14.249769,0.464958,3.392025,3.856983,8.088305,3.344564,11.432869,0.358081,3.348159,3.706240,2.946636,0.591244,3.537879
20399,0.083624,0.205711,0.094184,0.009795,0.076823,0.112420,0.086326,0.010619,0.019944,0.005108,10.749552,3.669780,14.419332,0.466655,3.436556,3.903211,8.173511,3.389844,11.563355,0.359798,3.394569,3.754367,2.996626,0.598062,3.594688
20599,0.083716,0.093105,0.093403,0.013831,0.077225,0.118231,0.085627,0.014300,0.019798,0.004932,10.817020,3.710607,14.527627,0.468387,3.473152,3.941539,8.230304,3.425524,11.655828,0.361521,3.430103,3.791625,3.024879,0.604271,3.629150
20799,0.083993,0.112511,0.092715,0.021772,0.077729,0.129639,0.085010,0.021454,0.019647,0.004100,10.969371,3.747812,14.717183,0.470257,3.506666,3.976923,8.289873,3.461356,11.751229,0.363527,3.462602,3.826129,3.074037,0.610760,3.684797
20999,0.084106,0.095923,0.091974,0.014978,0.077907,0.096404,0.084343,0.014987,0.019509,0.005128,11.037348,3.783994,14.821342,0.472331,3.541297,4.013627,8.357086,3.496372,11.853458,0.365476,3.496814,3.862291,3.112101,0.617382,3.729483
21199,0.084113,0.084842,0.091735,0.066621,0.078139,0.102474,0.084263,0.075917,0.019369,0.004661,11.191618,3.825345,15.016963,0.485208,3.581043,4.066251,8.437561,3.536439,11.974000,0.374167,3.538864,3.913031,3.131206,0.623687,3.754893
21399,0.084290,0.102965,0.091815,0.100220,0.078380,0.103957,0.084435,0.102670,0.019234,0.005007,11.278082,3.868132,15.146213,0.486683,3.623111,4.109794,8.517188,3.580678,12.097865,0.375621,3.580121,3.955742,3.164905,0.630389,3.795294
21599,0.084452,0.101865,0.091849,0.095516,0.078589,0.100928,0.084546,0.096410,0.019102,0.004957,11.393467,3.901814,15.295281,0.488258,3.654577,4.142835,8.578233,3.612469,12.190702,0.377225,3.612010,3.989234,3.192401,0.636326,3.828728
21799,0.084763,0.118264,0.091955,0.103404,0.078852,0.107288,0.084735,0.105078,0.018969,0.004585,11.478274,3.937246,15.415520,0.490033,3.687375,4.177408,8.747663,3.644920,12.392583,0.378936,3.644271,4.023207,3.248574,0.642413,3.890987
21999,0.084692,0.077014,0.092039,0.101168,0.079249,0.122483,0.084877,0.100348,0.018841,0.004894,11.584411,3.974575,15.558985,0.492090,3.721734,4.213824,8.795782,3.677400,12.473181,0.381060,3.676157,4.057217,3.268506,0.648769,3.917274
22199,0.084490,0.062226,0.092110,0.099960,0.079580,0.116070,0.085029,0.101771,0.018715,0.004829,11.656426,4.011092,15.667517,0.510005,3.756303,4.266309,8.842601,3.710364,12.552965,0.393995,3.709500,4.103495,3.287344,0.655016,3.942361
22399,0.084193,0.051241,0.092177,0.099650,0.079761,0.099832,0.085201,0.104294,0.018586,0.004288,11.779720,4.046234,15.825954,0.511687,3.788699,4.300386,8.925738,3.740192,12.665930,0.395552,3.740356,4.135907,3.355886,0.661496,4.017382
22599,0.084020,0.064643,0.092208,0.095659,0.079714,0.074476,0.085330,0.099781,0.018461,0.004434,11.920364,4.081295,16.001659,0.513402,3.821838,4.335240,9.037002,3.772641,12.809643,0.397245,3.772280,4.169525,3.385956,0.667761,4.053716
22799,0.083894,0.069677,0.092312,0.104024,0.079566,0.062823,0.085512,0.106105,0.018340,0.004743,11.989284,4.118514,16.107798,0.515156,3.855892,4.371048,9.089912,3.804336,12.894248,0.399039,3.804478,4.203517,3.437859,0.673958,4.111817
22999,0.083717,0.063491,0.092344,0.095996,0.079527,0.075088,0.085607,0.096380,0.018227,0.005342,12.102352,4.152829,16.255181,0.517054,3.886935,4.403988,9.137383,3.833779,12.971161,0.400934,3.833849,4.234783,3.456952,0.679964,4.136916
23199,0.083211,0.025053,0.091995,0.051858,0.079259,0.048437,0.085225,0.041285,0.018112,0.004815,12.180395,4.188578,16.368972,0.529146,3.920096,4.449242,9.227903,3.866386,13.094290,0.410290,3.867140,4.277430,3.484713,0.686393,4.171106
23399,0.082521,0.002491,0.091257,0.005638,0.078940,0.041857,0.084551,0.006447,0.018000,0.005029,12.275103,4.223773,16.498876,0.530629,3.951986,4.482615,9.277180,3.897521,13.174701,0.411790,3.898181,4.309971,3.523096,0.692537,4.215633
23599,0.081915,0.010966,0.090600,0.013748,0.078761,0.057854,0.083955,0.014229,0.017897,0.005854,12.382647,4.257321,16.639968,0.532313,3.982284,4.514596,9.324217,3.927386,13.251603,0.413352,3.929292,4.342644,3.587820,0.698880,4.286700
23799,0.082561,0.158817,0.089978,0.016646,0.079009,0.108330,0.083397,0.017555,0.017785,0.004618,12.516234,4.294053,16.810287,0.534148,4.016606,4.550754,9.500162,3.959689,13.459851,0.415145,3.962161,4.377306,3.619632,0.705085,4.324717
23999,0.083690,0.218054,0.089328,0.011924,0.079565,0.145668,0.082809,0.012847,0.017671,0.004053,12.593620,4.331203,16.924823,0.535903,4.059302,4.595206,9.554342,3.994947,13.549289,0.416846,4.003257,4.420103,3.660668,0.711083,4.371751
24199,0.084142,0.138446,0.089427,0.101372,0.080004,0.132749,0.083064,0.113652,0.017563,0.004608,12.774019,4.363749,17.137768,0.548297,4.089627,4.637924,9.607323,4.025008,13.632330,0.424556,4.034826,4.459382,3.680152,0.717259,4.397411
24399,0.084599,0.139825,0.089823,0.137715,0.080600,0.152665,0.083399,0.123914,0.017465,0.005632,12.910919,4.398918,17.309837,0.549842,4.122309,4.672151,9.758039,4.056876,13.814915,0.426060,4.067219,4.493279,3.705497,0.723587,4.429084
24599,0.085071,0.142702,0.089988,0.110063,0.081145,0.147660,0.083685,0.118622,0.017369,0.005631,13.003756,4.434079,17.437835,0.551513,4.155212,4.706725,9.802678,4.088936,13.891614,0.427726,4.098780,4.526506,3.794541,0.729802,4.524344
24799,0.085284,0.111445,0.090180,0.113853,0.081337,0.104902,0.083931,0.114101,0.017270,0.005040,13.074608,4.469315,17.543923,0.553245,4.188232,4.741477,9.854366,4.120636,13.975002,0.429477,4.129881,4.559359,3.813600,0.736107,4.549707
24999,0.085870,0.158517,0.090495,0.129581,0.081806,0.140045,0.084397,0.142251,0.017162,0.003766,13.204476,4.505586,17.710061,0.555270,4.220908,4.776177,9.964088,4.153441,14.117528,0.431552,4.163034,4.594587,3.834106,0.742673,4.576779
25199,0.086722,0.193249,0.090238,0.058027,0.082344,0.149515,0.084218,0.061834,0.017064,0.004875,13.294898,4.544508,17.839406,0.570748,4.254246,4.824994,10.039977,4.187489,14.227466,0.437840,4.196116,4.633956,3.855203,0.749060,4.604264
25399,0.087125,0.137909,0.089787,0.033003,0.082746,0.133384,0.083903,0.044151,0.016965,0.004539,13.356643,4.578686,17.935330,0.572245,4.285103,4.857348,10.185337,4.217667,14.403004,0.439321,4.226907,4.666228,3.888291,0.755179,4.643470
25599,0.087410,0.123641,0.089415,0.042122,0.083065,0.123580,0.083650,0.051512,0.016870,0.004705,13.436258,4.614676,18.050934,0.574045,4.318596,4.892641,10.232578,4.250122,14.482700,0.441090,4.260026,4.701116,4.015713,0.761857,4.777569
25799,0.087785,0.135700,0.089080,0.046251,0.083487,0.137560,0.083480,0.061718,0.016773,0.004372,13.499711,4.649968,18.149679,0.575836,4.351758,4.927594,10.289130,4.282077,14.571207,0.442944,4.291326,4.734270,4.035630,0.768001,4.803632
25999,0.087518,0.053178,0.088767,0.048325,0.083463,0.080378,0.083329,0.063862,0.016687,0.005646,13.596687,4.685401,18.282087,0.577830,4.383474,4.961303,10.444954,4.314407,14.759361,0.445043,4.324314,4.769358,4.060070,0.774380,4.834450
26199,0.086966,0.015194,0.088222,0.017398,0.082948,0.016036,0.082831,0.018111,0.016598,0.004980,13.719799,4.721133,18.440933,0.589101,4.466596,5.055698,10.498369,4.346955,14.845324,0.455007,4.357591,4.812598,4.080841,0.780704,4.861546
26399,0.086428,0.015960,0.087664,0.014534,0.082442,0.016125,0.082320,0.015345,0.016515,0.005681,13.781798,4.755081,18.536879,0.590578,4.498107,5.088685,10.546490,4.378095,14.924585,0.456458,4.389191,4.845649,4.099956,0.786944,4.886901
26599,0.085879,0.013408,0.087113,0.014451,0.081924,0.013454,0.081814,0.015044,0.016431,0.005342,13.861997,4.793889,18.655886,0.592425,4.532641,5.125066,10.615899,4.412045,15.027944,0.458387,4.423315,4.881702,4.203202,0.793590,4.996792
26799,0.085588,0.046843,0.086579,0.015583,0.081991,0.090909,0.081327,0.016556,0.016343,0.004627,14.058663,4.833138,18.891800,0.594380,4.570396,5.164776,10.724971,4.449214,15.174185,0.460332,4.459977,4.920309,4.225105,0.800677,5.025782
26999,0.085394,0.059388,0.086070,0.017794,0.083015,0.220348,0.080859,0.018170,0.016261,0.005303,14.141894,4.871247,19.013141,0.596476,4.607638,5.204114,10.848232,4.484212,15.332443,0.462532,4.494293,4.956824,4.293292,0.807489,5.100781
27199,0.085241,0.064575,0.086127,0.093856,0.082940,0.072712,0.081151,0.120628,0.016177,0.004837,14.215246,4.907871,19.123117,0.608738,4.642300,5.251038,10.911907,4.517622,15.429530,0.471354,4.526535,4.997888,4.314243,0.813747,5.127989
27399,0.085115,0.067996,0.086748,0.171188,0.082818,0.066237,0.082043,0.203245,0.016091,0.004325,14.320976,4.942728,19.263704,0.610292,4.674699,5.284991,10.971610,4.550009,15.521619,0.472954,4.558801,5.031755,4.341179,0.820491,5.161671
27599,0.084886,0.053487,0.087396,0.176150,0.082619,0.055384,0.082908,0.201505,0.016009,0.004816,14.423716,5.000763,19.424479,0.612653,4.727777,5.340429,11.104631,4.605772,15.710403,0.475302,4.617762,5.093064,4.449409,0.829245,5.278654
27799,0.084707,0.059967,0.087900,0.157448,0.082452,0.059392,0.083676,0.189652,0.015932,0.005259,14.492964,5.033961,19.526925,0.614371,4.758827,5.373197,11.167337,4.634685,15.802022,0.477052,4.646372,5.123423,4.469110,0.835118,5.304228
27999,0.084522,0.058813,0.088371,0.153912,0.082290,0.059791,0.084410,0.186375,0.015851,0.004675,14.556528,5.068150,19.624678,0.616268,4.790001,5.406269,11.239099,4.666152,15.905251,0.478958,4.677085,5.156043,4.488427,0.841413,5.329839
28199,0.084354,0.060831,0.088595,0.119997,0.082437,0.102957,0.084699,0.125193,0.015783,0.006178,14.621489,5.104869,19.726358,0.629842,4.825147,5.454989,11.370141,4.699246,16.069386,0.492974,4.709424,5.202398,4.510279,0.847891,5.358170
28399,0.084688,0.131822,0.088924,0.135219,0.082772,0.130109,0.085096,0.141056,0.015710,0.005480,14.864426,5.139530,20.003956,0.631348,4.857491,5.488838,11.423817,4.731331,16.155148,0.494405,4.741096,5.235501,4.548204,0.853974,5.402178
28599,0.084814,0.102707,0.089128,0.118154,0.083168,0.139409,0.085407,0.129517,0.015636,0.005068,14.950908,5.172792,20.123701,0.632969,4.888162,5.521132,11.487961,4.761298,16.249259,0.496078,4.771903,5.267981,4.691782,0.860412,5.552194
28799,0.084734,0.073346,0.089401,0.128347,0.083749,0.166812,0.085804,0.142663,0.015566,0.005585,15.020087,5.207267,20.227354,0.634805,4.920366,5.555171,11.695687,4.792889,16.488576,0.497966,4.803091,5.301057,4.721431,0.866720,5.588151
28999,0.084673,0.075873,0.089737,0.138138,0.083757,0.084906,0.086305,0.158390,0.015496,0.005474,15.090048,5.241695,20.331743,0.636776,4.952881,5.589657,11.761854,4.824225,16.586079,0.499947,4.834139,5.334086,4.742436,0.872949,5.615385
29199,0.084641,0.079988,0.090190,0.155895,0.083711,0.076941,0.086827,0.162545,0.015420,0.004334,15.205212,5.275620,20.480832,0.656782,4.984867,5.641649,11.857269,4.854308,16.711577,0.522244,4.865808,5.388052,4.763601,0.879525,5.643126
29399,0.084690,0.091791,0.090642,0.156706,0.083760,0.091003,0.087351,0.163808,0.015350,0.005201,15.282047,5.320053,20.602100,0.658553,5.026116,5.684669,11.991449,4.894800,16.886249,0.523960,4.905409,5.429368,4.787145,0.886718,5.673864
29599,0.084757,0.094607,0.091237,0.178596,0.083775,0.085909,0.087978,0.180202,0.015279,0.004725,15.456049,5.366603,20.822652,0.660498,5.072849,5.733347,12.073683,4.937737,17.011420,0.525917,4.949348,5.475265,4.870842,0.893697,5.764539
29799,0.085664,0.219916,0.091592,0.144120,0.083966,0.112282,0.088382,0.148199,0.015210,0.005055,15.608977,5.422880,21.031857,0.662677,5.128705,5.791382,12.141855,4.991280,17.133135,0.528142,5.003250,5.531392,4.966268,0.901581,5.867849
29999,0.086871,0.266726,0.091876,0.134262,0.084560,0.173026,0.088721,0.139178,0.015145,0.005535,15.776459,5.465461,21.241920,0.664930,5.167529,5.832459,12.262167,5.029640,17.291807,0.530397,5.043782,5.574179,5.008123,0.909138,5.917261
30199,0.087119,0.124296,0.092745,0.223106,0.085684,0.254315,0.089866,0.261649,0.015078,0.004991,15.886677,5.503559,21.390235,0.679184,5.203643,5.882827,12.315194,5.064800,17.379995,0.546334,5.079135,5.625469,5.041921,0.915876,5.957796
30399,0.087039,0.075048,0.094181,0.310944,0.086670,0.235516,0.091639,0.359346,0.015011,0.004837,15.969663,5.538759,21.508422,0.680819,5.237142,5.917961,12.364950,5.098435,17.463385,0.547885,5.114472,5.662357,5.063519,0.922569,5.986088
30599,0.087440,0.148346,0.095125,0.238698,0.086842,0.113042,0.092908,0.285766,0.014941,0.004264,16.148014,5.575551,21.723565,0.682659,5.272050,5.954709,12.445156,5.132005,17.577161,0.549671,5.148607,5.698277,5.153566,0.929180,6.082746
30799,0.087641,0.118330,0.096522,0.310314,0.086985,0.108932,0.094539,0.344109,0.014870,0.004054,16.273921,5.612843,21.886764,0.684550,5.308194,5.992744,12.543306,5.167043,17.710349,0.551557,5.184569,5.736126,5.216474,0.936170,6.152644
30999,0.087644,0.088179,0.097508,0.249259,0.087074,0.100702,0.095788,0.288222,0.014801,0.004194,16.422964,5.648152,22.071116,0.686601,5.341992,6.028593,12.609213,5.200245,17.809457,0.553554,5.217509,5.771063,5.238732,0.942998,6.181730
31199,0.087647,0.088022,0.097695,0.126771,0.087083,0.088410,0.096334,0.180831,0.014743,0.005727,16.592505,5.685092,22.277597,0.699332,5.376523,6.075855,12.687593,5.234274,17.921867,0.562588,5.250924,5.813512,5.260989,0.949864,6.210853
31399,0.087496,0.064005,0.097608,0.083980,0.086954,0.066863,0.096708,0.155178,0.014682,0.005137,16.687749,5.720941,22.408690,0.700935,5.410978,6.111913,12.752289,5.267994,18.020284,0.564156,5.284385,5.848541,5.340893,0.956570,6.297463
31599,0.087290,0.054949,0.097554,0.089068,0.086726,0.050901,0.097095,0.157859,0.014622,0.005245,16.799776,5.753833,22.553608,0.702610,5.441444,6.144054,12.842001,5.297906,18.139907,0.565766,5.313507,5.879273,5.449886,0.962684,6.412570
31799,0.087063,0.051176,0.097519,0.092007,0.086475,0.046892,0.097502,0.161729,0.014563,0.005205,16.881991,5.789475,22.671467,0.704500,5.474193,6.178693,12.889065,5.329338,18.218403,0.567678,5.345571,5.913249,5.471570,0.969179,6.440749
